locus_tag,gene,genome,mutator,dN,dS
ECB_02200,ECB_02200,Ara+3_REL10953,TRUE,1,0
ECB_01822,edd,Ara+3_REL10953,TRUE,1,1
ECB_00878,hcp,Ara+3_REL10953,TRUE,1,0
ECB_02208,nuoG,Ara+3_REL10953,TRUE,0,1
ECB_01979,yegM,Ara+3_REL10953,TRUE,1,0
ECB_02192,menF,Ara+3_REL10953,TRUE,2,0
ECB_03073,mtgA,Ara+3_REL10953,TRUE,1,0
ECB_01966,wzc,Ara+3_REL10953,TRUE,1,0
ECB_02198,yfbM,Ara+3_REL10953,TRUE,0,2
ECB_04192,uxuB,Ara+3_REL10953,TRUE,1,1
ECB_02923,glnE,Ara+3_REL10953,TRUE,1,0
ECB_00007,yaaJ,Ara+3_REL10953,TRUE,1,0
ECB_02921,yqiK,Ara+3_REL10953,TRUE,1,0
ECB_02201,nuoN,Ara+3_REL10953,TRUE,0,1
ECB_00002,thrA,Ara+3_REL10953,TRUE,1,0
ECB_02926,cca,Ara+3_REL10953,TRUE,0,1
ECB_02293,ypdD,Ara+3_REL10953,TRUE,0,1
ECB_02840,yghG,Ara+3_REL10953,TRUE,1,0
ECB_02665,amiC,Ara+3_REL10953,TRUE,2,0
ECB_02666,argA,Ara+3_REL10953,TRUE,0,1
ECB_02667,recD,Ara+3_REL10953,TRUE,2,1
ECB_02108,yejB,Ara+3_REL10953,TRUE,1,0
ECB_02848,glcD,Ara+3_REL10953,TRUE,0,1
ECB_02107,yejA,Ara+3_REL10953,TRUE,1,0
ECB_02106,rtn,Ara+3_REL10953,TRUE,0,1
ECB_02668,recB,Ara+3_REL10953,TRUE,2,0
ECB_02103,yeiR,Ara+3_REL10953,TRUE,0,1
ECB_02102,yeiQ,Ara+3_REL10953,TRUE,1,0
ECB_00226,dinB,Ara+3_REL10953,TRUE,0,1
ECB_03136,smf,Ara+3_REL10953,TRUE,2,1
ECB_00633,nagC,Ara+3_REL10953,TRUE,1,0
ECB_01900,cobT,Ara+3_REL10953,TRUE,1,0
ECB_02449,purL,Ara+3_REL10953,TRUE,0,2
ECB_00637,glnS,Ara+3_REL10953,TRUE,0,1
ECB_00221,dinJ,Ara+3_REL10953,TRUE,0,1
ECB_00186,tilS,Ara+3_REL10953,TRUE,2,0
ECB_03649,ilvD,Ara+3_REL10953,TRUE,0,1
ECB_00184,ldcC,Ara+3_REL10953,TRUE,1,0
ECB_02440,yphF,Ara+3_REL10953,TRUE,2,0
ECB_02441,yphG,Ara+3_REL10953,TRUE,2,0
ECB_02334,ypeA,Ara+3_REL10953,TRUE,1,0
ECB_00180,lpxB,Ara+3_REL10953,TRUE,1,0
ECB_03622,atpB,Ara+3_REL10953,TRUE,1,0
ECB_02727,fldB,Ara+3_REL10953,TRUE,1,0
ECB_02726,xerD,Ara+3_REL10953,TRUE,0,1
ECB_02721,idi,Ara+3_REL10953,TRUE,0,1
ECB_04053,yjfC,Ara+3_REL10953,TRUE,1,0
ECB_02722,lysS,Ara+3_REL10953,TRUE,1,0
ECB_01280,pspF,Ara+3_REL10953,TRUE,1,0
ECB_02686,lysA,Ara+3_REL10953,TRUE,0,1
ECB_02687,lysR,Ara+3_REL10953,TRUE,1,0
ECB_02230,yfcI,Ara+3_REL10953,TRUE,1,0
ECB_01320,dbpA,Ara+3_REL10953,TRUE,2,0
ECB_01322,intR,Ara+3_REL10953,TRUE,0,1
ECB_02945,ebgA,Ara+3_REL10953,TRUE,0,1
ECB_03027,yhbW,Ara+3_REL10953,TRUE,0,1
ECB_03623,atpI,Ara+3_REL10953,TRUE,1,0
ECB_00133,panB,Ara+3_REL10953,TRUE,0,1
ECB_02519,gabP,Ara+3_REL10953,TRUE,2,1
ECB_02947,ygjI,Ara+3_REL10953,TRUE,0,1
ECB_00134,yadC,Ara+3_REL10953,TRUE,0,1
ECB_00643,ybfF,Ara+3_REL10953,TRUE,1,0
ECB_03816,hslU,Ara+3_REL10953,TRUE,1,0
ECB_00138,htrE,Ara+3_REL10953,TRUE,0,2
ECB_04064,sgaU,Ara+3_REL10953,TRUE,3,0
ECB_00457,gcl,Ara+3_REL10953,TRUE,1,0
ECB_00456,allR,Ara+3_REL10953,TRUE,2,0
ECB_00451,ybbD,Ara+3_REL10953,TRUE,2,0
ECB_00982,appB,Ara+3_REL10953,TRUE,0,1
ECB_00980,hyaF,Ara+3_REL10953,TRUE,2,1
ECB_03003,agaS,Ara+3_REL10953,TRUE,1,0
ECB_00353,queA,Ara+3_REL10953,TRUE,1,0
ECB_01696,yniC,Ara+3_REL10953,TRUE,1,0
ECB_01697,ydjM,Ara+3_REL10953,TRUE,1,0
ECB_03006,agaC,Ara+3_REL10953,TRUE,1,0
ECB_03004,agaY,Ara+3_REL10953,TRUE,1,0
ECB_03182,gspJ,Ara+3_REL10953,TRUE,0,1
ECB_02532,nrdF,Ara+3_REL10953,TRUE,1,0
ECB_02430,hcaE,Ara+3_REL10953,TRUE,2,0
ECB_02433,hcaB,Ara+3_REL10953,TRUE,1,0
ECB_01218,oppB,Ara+3_REL10953,TRUE,0,1
ECB_01199,narL,Ara+3_REL10953,TRUE,1,1
ECB_00213,yhhI,Ara+3_REL10953,TRUE,1,1
ECB_01217,oppA,Ara+3_REL10953,TRUE,1,0
ECB_03954,yjcR,Ara+3_REL10953,TRUE,0,1
ECB_01601,rnfG,Ara+3_REL10953,TRUE,0,1
ECB_03707,metR,Ara+3_REL10953,TRUE,0,1
ECB_03953,yjcQ,Ara+3_REL10953,TRUE,0,1
ECB_03015,yraN,Ara+3_REL10953,TRUE,1,0
ECB_00731,ECB_00731,Ara+3_REL10953,TRUE,1,0
ECB_00732,ECB_00732,Ara+3_REL10953,TRUE,0,1
ECB_00733,ECB_00733,Ara+3_REL10953,TRUE,1,0
ECB_03959,alsA,Ara+3_REL10953,TRUE,1,0
ECB_00735,ECB_00735,Ara+3_REL10953,TRUE,1,0
ECB_00737,ECB_00737,Ara+3_REL10953,TRUE,1,1
ECB_03072,yrbL,Ara+3_REL10953,TRUE,0,1
ECB_01072,flgE,Ara+3_REL10953,TRUE,0,1
ECB_01076,flgI,Ara+3_REL10953,TRUE,1,0
ECB_01171,ycgY,Ara+3_REL10953,TRUE,0,1
ECB_01079,flgL,Ara+3_REL10953,TRUE,0,1
ECB_02977,yhaM,Ara+3_REL10953,TRUE,1,0
ECB_01176,dhaR,Ara+3_REL10953,TRUE,0,1
ECB_01852,cheZ,Ara+3_REL10953,TRUE,1,0
ECB_00858,ybjN,Ara+3_REL10953,TRUE,0,1
ECB_01850,flhA,Ara+3_REL10953,TRUE,1,0
ECB_01583,ydgA,Ara+3_REL10953,TRUE,0,1
ECB_01856,tap,Ara+3_REL10953,TRUE,0,1
ECB_00915,rpsA,Ara+3_REL10953,TRUE,1,0
ECB_00916,himD,Ara+3_REL10953,TRUE,0,1
ECB_01855,cheR,Ara+3_REL10953,TRUE,0,1
ECB_00919,lpxK,Ara+3_REL10953,TRUE,1,0
ECB_00853,ybjM,Ara+3_REL10953,TRUE,0,1
ECB_03313,ftsY,Ara+3_REL10953,TRUE,1,0
ECB_03258,greB,Ara+3_REL10953,TRUE,1,0
ECB_03310,rpoH,Ara+3_REL10953,TRUE,1,0
ECB_03026,yhbV,Ara+3_REL10953,TRUE,1,0
ECB_04217,mrr,Ara+3_REL10953,TRUE,1,0
ECB_02294,ypdE,Ara+3_REL10953,TRUE,1,0
ECB_01454,yddA,Ara+3_REL10953,TRUE,0,1
ECB_01452,pqqL,Ara+3_REL10953,TRUE,0,1
ECB_04215,hsdM,Ara+3_REL10953,TRUE,1,0
ECB_01102,ycfN,Ara+3_REL10953,TRUE,0,1
ECB_02153,yfaQ,Ara+3_REL10953,TRUE,1,0
ECB_02150,atoE,Ara+3_REL10953,TRUE,0,1
ECB_02151,atoB,Ara+3_REL10953,TRUE,2,0
ECB_02157,gyrA,Ara+3_REL10953,TRUE,0,1
ECB_00317,tauC,Ara+3_REL10953,TRUE,0,1
ECB_02927,uppP,Ara+3_REL10953,TRUE,0,1
ECB_02091,rihB,Ara+3_REL10953,TRUE,1,0
ECB_03820,priA,Ara+3_REL10953,TRUE,0,1
ECB_02094,yeiN,Ara+3_REL10953,TRUE,0,1
ECB_02422,iscS,Ara+3_REL10953,TRUE,1,0
ECB_01385,ydcK,Ara+3_REL10953,TRUE,1,0
ECB_04253,yjjU,Ara+3_REL10953,TRUE,0,2
ECB_04250,prfC,Ara+3_REL10953,TRUE,0,1
ECB_04256,yjjI,Ara+3_REL10953,TRUE,1,0
ECB_04255,yjjW,Ara+3_REL10953,TRUE,1,0
ECB_04154,fecD,Ara+3_REL10953,TRUE,1,1
ECB_00310,frmA,Ara+3_REL10953,TRUE,1,0
ECB_01545,ydfE,Ara+3_REL10953,TRUE,1,0
ECB_02804,ECB_02804,Ara+3_REL10953,TRUE,1,1
ECB_02807,yeeU,Ara+3_REL10953,TRUE,2,0
ECB_02800,flu,Ara+3_REL10953,TRUE,3,0
ECB_02842,yghJ,Ara+3_REL10953,TRUE,1,0
ECB_04097,ytfR,Ara+3_REL10953,TRUE,1,0
ECB_04096,ytfQ,Ara+3_REL10953,TRUE,1,0
ECB_01778,yoaA,Ara+3_REL10953,TRUE,0,1
ECB_00256,eaeH,Ara+3_REL10953,TRUE,0,1
ECB_03690,ECB_03690,Ara+3_REL10953,TRUE,1,0
ECB_02376,hyfD,Ara+3_REL10953,TRUE,2,0
ECB_00576,ybdQ,Ara+3_REL10953,TRUE,1,0
ECB_03939,actP,Ara+3_REL10953,TRUE,1,1
ECB_02370,dapA,Ara+3_REL10953,TRUE,1,0
ECB_02278,emrK,Ara+3_REL10953,TRUE,0,1
ECB_02276,dsdA,Ara+3_REL10953,TRUE,0,1
ECB_02272,vacJ,Ara+3_REL10953,TRUE,1,0
ECB_02378,hyfF,Ara+3_REL10953,TRUE,0,1
ECB_02379,hyfG,Ara+3_REL10953,TRUE,1,0
ECB_02785,yggW,Ara+3_REL10953,TRUE,2,0
ECB_04262,lplA,Ara+3_REL10953,TRUE,0,1
ECB_02573,hycC,Ara+3_REL10953,TRUE,1,0
ECB_01238,trpE,Ara+3_REL10953,TRUE,1,0
ECB_03209,yhfK,Ara+3_REL10953,TRUE,1,1
ECB_00984,yccC,Ara+3_REL10953,TRUE,1,0
ECB_00178,fabZ,Ara+3_REL10953,TRUE,0,1
ECB_00177,lpxD,Ara+3_REL10953,TRUE,1,0
ECB_00175,yaeT,Ara+3_REL10953,TRUE,1,0
ECB_00172,uppS,Ara+3_REL10953,TRUE,1,0
ECB_00171,ispC,Ara+3_REL10953,TRUE,0,1
ECB_02971,yqjG,Ara+3_REL10953,TRUE,1,0
ECB_00074,leuC,Ara+3_REL10953,TRUE,1,0
ECB_02974,yhaJ,Ara+3_REL10953,TRUE,1,0
ECB_00072,setA,Ara+3_REL10953,TRUE,1,1
ECB_00070,tbpA,Ara+3_REL10953,TRUE,0,1
ECB_02655,fucU,Ara+3_REL10953,TRUE,1,0
ECB_02979,tdcG,Ara+3_REL10953,TRUE,0,1
ECB_02872,hybA,Ara+3_REL10953,TRUE,0,1
ECB_02798,ECB_02798,Ara+3_REL10953,TRUE,0,1
ECB_02653,fucI,Ara+3_REL10953,TRUE,1,0
ECB_02652,ECB_02652,Ara+3_REL10953,TRUE,1,0
ECB_00316,tauB,Ara+3_REL10953,TRUE,1,0
ECB_00631,asnB,Ara+3_REL10953,TRUE,1,0
ECB_00315,tauA,Ara+3_REL10953,TRUE,1,0
ECB_00704,pnuC,Ara+3_REL10953,TRUE,2,0
ECB_00707,aroG,Ara+3_REL10953,TRUE,2,0
ECB_00257,ykgA,Ara+3_REL10953,TRUE,0,1
ECB_00708,gpmA,Ara+3_REL10953,TRUE,1,0
ECB_00254,ykgL,Ara+3_REL10953,TRUE,0,1
ECB_00253,ykgK,Ara+3_REL10953,TRUE,0,1
ECB_00251,yagY,Ara+3_REL10953,TRUE,1,0
ECB_00319,hemB,Ara+3_REL10953,TRUE,1,0
ECB_02477,yfiP,Ara+3_REL10953,TRUE,1,0
ECB_03134,yrdD,Ara+3_REL10953,TRUE,0,1
ECB_02471,yfiE,Ara+3_REL10953,TRUE,1,0
ECB_04268,slt,Ara+3_REL10953,TRUE,3,1
ECB_02472,yfiK,Ara+3_REL10953,TRUE,1,0
ECB_04140,insG,Ara+3_REL10953,TRUE,0,1
ECB_02479,pssA,Ara+3_REL10953,TRUE,1,0
ECB_02478,yfiQ,Ara+3_REL10953,TRUE,0,1
ECB_03946,nrfE,Ara+3_REL10953,TRUE,0,1
ECB_03992,yjdF,Ara+3_REL10953,TRUE,1,0
ECB_00389,clpX,Ara+3_REL10953,TRUE,1,0
ECB_01318,ydaM,Ara+3_REL10953,TRUE,0,1
ECB_01315,abgA,Ara+3_REL10953,TRUE,1,0
ECB_00636,nagE,Ara+3_REL10953,TRUE,2,0
ECB_01311,fnr,Ara+3_REL10953,TRUE,1,0
ECB_02777,gshB,Ara+3_REL10953,TRUE,1,0
ECB_04166,sgcE,Ara+3_REL10953,TRUE,2,0
ECB_00776,glnQ,Ara+3_REL10953,TRUE,1,0
ECB_03177,gspE,Ara+3_REL10953,TRUE,0,1
ECB_00678,ybgQ,Ara+3_REL10953,TRUE,2,1
ECB_03174,gspA,Ara+3_REL10953,TRUE,1,0
ECB_04113,pyrB,Ara+3_REL10953,TRUE,0,1
ECB_00674,nei,Ara+3_REL10953,TRUE,1,0
ECB_02482,clpB,Ara+3_REL10953,TRUE,0,1
ECB_00778,glnH,Ara+3_REL10953,TRUE,0,1
ECB_02485,yfiO,Ara+3_REL10953,TRUE,1,0
ECB_00672,ybgK,Ara+3_REL10953,TRUE,0,1
ECB_04028,yjeM,Ara+3_REL10953,TRUE,1,0
ECB_04029,yjeP,Ara+3_REL10953,TRUE,1,0
ECB_00409,ylaC,Ara+3_REL10953,TRUE,0,1
ECB_01131,trmU,Ara+3_REL10953,TRUE,1,0
ECB_00959,ycbZ,Ara+3_REL10953,TRUE,1,1
ECB_01420,yddH,Ara+3_REL10953,TRUE,1,0
ECB_00954,pqiA,Ara+3_REL10953,TRUE,1,0
ECB_00403,amtB,Ara+3_REL10953,TRUE,1,0
ECB_03351,arsB,Ara+3_REL10953,TRUE,0,1
ECB_00405,ybaY,Ara+3_REL10953,TRUE,0,1
ECB_01957,wcaH,Ara+3_REL10953,TRUE,0,1
ECB_00814,ECB_00814,Ara+3_REL10953,TRUE,1,0
ECB_00817,ECB_00817,Ara+3_REL10953,TRUE,1,0
ECB_02442,yphH,Ara+3_REL10953,TRUE,1,0
ECB_00813,ybjK,Ara+3_REL10953,TRUE,0,1
ECB_00812,ybjJ,Ara+3_REL10953,TRUE,0,1
ECB_03059,yrbE,Ara+3_REL10953,TRUE,1,0
ECB_02503,ppnK,Ara+3_REL10953,TRUE,1,0
ECB_02335,amiA,Ara+3_REL10953,TRUE,0,1
ECB_00819,ECB_00819,Ara+3_REL10953,TRUE,1,0
ECB_01348,ompN,Ara+3_REL10953,TRUE,1,0
ECB_00388,clpP,Ara+3_REL10953,TRUE,0,1
ECB_03123,acrE,Ara+3_REL10953,TRUE,1,0
ECB_00743,bioF,Ara+3_REL10953,TRUE,1,0
ECB_00496,ybcM,Ara+3_REL10953,TRUE,0,1
ECB_00499,ybcO,Ara+3_REL10953,TRUE,1,0
ECB_03455,mtlD,Ara+3_REL10953,TRUE,1,0
ECB_01558,ynfG,Ara+3_REL10953,TRUE,0,1
ECB_03457,ECB_03457,Ara+3_REL10953,TRUE,1,0
ECB_03432,lyxK,Ara+3_REL10953,TRUE,1,0
ECB_02056,yehV,Ara+3_REL10953,TRUE,1,0
ECB_02054,yehT,Ara+3_REL10953,TRUE,1,0
ECB_01724,ynjC,Ara+3_REL10953,TRUE,1,0
ECB_00160,degP,Ara+3_REL10953,TRUE,2,1
ECB_01726,ynjE,Ara+3_REL10953,TRUE,0,1
ECB_02050,yehP,Ara+3_REL10953,TRUE,1,0
ECB_01043,ymdC,Ara+3_REL10953,TRUE,0,1
ECB_02248,fabB,Ara+3_REL10953,TRUE,1,0
ECB_02058,yehW,Ara+3_REL10953,TRUE,0,1
ECB_00929,ycbB,Ara+3_REL10953,TRUE,1,1
ECB_00928,mukB,Ara+3_REL10953,TRUE,1,1
ECB_03268,malQ,Ara+3_REL10953,TRUE,2,1
ECB_04115,yjgH,Ara+3_REL10953,TRUE,1,0
ECB_00923,ycbJ,Ara+3_REL10953,TRUE,2,0
ECB_04117,yjgJ,Ara+3_REL10953,TRUE,1,0
ECB_04110,mgtA,Ara+3_REL10953,TRUE,2,0
ECB_00924,ycbC,Ara+3_REL10953,TRUE,0,1
ECB_04112,pyrI,Ara+3_REL10953,TRUE,0,1
ECB_00926,mukF,Ara+3_REL10953,TRUE,2,0
ECB_02728,ygfX,Ara+3_REL10953,TRUE,1,0
ECB_02714,xdhD,Ara+3_REL10953,TRUE,2,0
ECB_03336,yhiH,Ara+3_REL10953,TRUE,1,0
ECB_03786,ECB_03786,Ara+3_REL10953,TRUE,2,0
ECB_02369,nlpB,Ara+3_REL10953,TRUE,0,1
ECB_03781,yiiG,Ara+3_REL10953,TRUE,1,0
ECB_02296,ypdG,Ara+3_REL10953,TRUE,1,0
ECB_01521,essQ,Ara+3_REL10953,TRUE,1,0
ECB_03981,yjcZ,Ara+3_REL10953,TRUE,0,1
ECB_02712,ssnA,Ara+3_REL10953,TRUE,1,1
ECB_03179,gspG,Ara+3_REL10953,TRUE,1,0
ECB_03300,ugpE,Ara+3_REL10953,TRUE,0,1
ECB_04203,yjiL,Ara+3_REL10953,TRUE,0,1
ECB_00037,carB,Ara+3_REL10953,TRUE,0,1
ECB_00036,carA,Ara+3_REL10953,TRUE,0,1
ECB_03301,ugpA,Ara+3_REL10953,TRUE,1,0
ECB_00671,ybgJ,Ara+3_REL10953,TRUE,0,1
ECB_02937,rpoD,Ara+3_REL10953,TRUE,2,0
ECB_02930,ygiP,Ara+3_REL10953,TRUE,0,1
ECB_02283,yfdU,Ara+3_REL10953,TRUE,1,0
ECB_02281,yfdE,Ara+3_REL10953,TRUE,0,1
ECB_02495,rplS,Ara+3_REL10953,TRUE,1,1
ECB_02836,ECB_02836,Ara+3_REL10953,TRUE,1,0
ECB_02831,ECB_02831,Ara+3_REL10953,TRUE,2,0
ECB_02833,ECB_02833,Ara+3_REL10953,TRUE,1,0
ECB_02119,yejO,Ara+3_REL10953,TRUE,1,0
ECB_02116,yejK,Ara+3_REL10953,TRUE,1,0
ECB_02114,yejH,Ara+3_REL10953,TRUE,1,0
ECB_02115,rplY,Ara+3_REL10953,TRUE,1,0
ECB_02839,yghF,Ara+3_REL10953,TRUE,1,0
ECB_02838,ECB_02838,Ara+3_REL10953,TRUE,1,0
ECB_00622,gltJ,Ara+3_REL10953,TRUE,1,0
ECB_04183,fimA,Ara+3_REL10953,TRUE,1,0
ECB_00192,yaeF,Ara+3_REL10953,TRUE,1,0
ECB_03642,hdfR,Ara+3_REL10953,TRUE,0,1
ECB_00626,ybeX,Ara+3_REL10953,TRUE,1,0
ECB_03647,ilvM,Ara+3_REL10953,TRUE,1,0
ECB_03756,bipA,Ara+3_REL10953,TRUE,1,0
ECB_00583,citF,Ara+3_REL10953,TRUE,2,0
ECB_00628,ybeZ,Ara+3_REL10953,TRUE,1,0
ECB_00580,citT,Ara+3_REL10953,TRUE,1,1
ECB_02301,mntH,Ara+3_REL10953,TRUE,0,1
ECB_02559,ygaA,Ara+3_REL10953,TRUE,0,1
ECB_02737,gcvT,Ara+3_REL10953,TRUE,0,1
ECB_03291,yhhX,Ara+3_REL10953,TRUE,0,1
ECB_02733,bglA,Ara+3_REL10953,TRUE,1,0
ECB_03666,rffG,Ara+3_REL10953,TRUE,0,1
ECB_02739,ubiH,Ara+3_REL10953,TRUE,1,0
ECB_00645,pgm,Ara+3_REL10953,TRUE,1,0
ECB_01623,lhr,Ara+3_REL10953,TRUE,0,1
ECB_02949,ygjK,Ara+3_REL10953,TRUE,1,0
ECB_00106,hofB,Ara+3_REL10953,TRUE,1,0
ECB_00105,hofC,Ara+3_REL10953,TRUE,1,0
ECB_00955,pqiB,Ara+3_REL10953,TRUE,1,0
ECB_02233,hisQ,Ara+3_REL10953,TRUE,1,0
ECB_01857,tar,Ara+3_REL10953,TRUE,1,1
ECB_02237,purF,Ara+3_REL10953,TRUE,0,1
ECB_02944,ebgR,Ara+3_REL10953,TRUE,0,1
ECB_02235,argT,Ara+3_REL10953,TRUE,0,1
ECB_00108,nadC,Ara+3_REL10953,TRUE,0,1
ECB_01913,dacD,Ara+3_REL10953,TRUE,0,2
ECB_00447,ybbP,Ara+3_REL10953,TRUE,1,0
ECB_03395,dppA,Ara+3_REL10953,TRUE,1,0
ECB_03394,dppB,Ara+3_REL10953,TRUE,1,0
ECB_03393,dppC,Ara+3_REL10953,TRUE,1,0
ECB_03625,gidA,Ara+3_REL10953,TRUE,1,1
ECB_00369,ispA,Ara+3_REL10953,TRUE,0,1
ECB_00366,pgpA,Ara+3_REL10953,TRUE,1,0
ECB_01918,yeeY,Ara+3_REL10953,TRUE,1,0
ECB_00363,ribH,Ara+3_REL10953,TRUE,0,1
ECB_00362,ribD,Ara+3_REL10953,TRUE,0,1
ECB_00448,rhsD,Ara+3_REL10953,TRUE,0,2
ECB_02545,yqaB,Ara+3_REL10953,TRUE,1,0
ECB_02428,hcaT,Ara+3_REL10953,TRUE,0,1
ECB_02542,ygaG,Ara+3_REL10953,TRUE,0,1
ECB_00697,tolQ,Ara+3_REL10953,TRUE,0,1
ECB_00695,ybgE,Ara+3_REL10953,TRUE,0,1
ECB_03629,yieM,Ara+3_REL10953,TRUE,1,0
ECB_00690,hrsA,Ara+3_REL10953,TRUE,1,0
ECB_01976,yegI,Ara+3_REL10953,TRUE,1,0
ECB_02856,ECB_02856,Ara+3_REL10953,TRUE,3,0
ECB_03492,mutM,Ara+3_REL10953,TRUE,1,0
ECB_01261,yciT,Ara+3_REL10953,TRUE,1,0
ECB_00798,yliC,Ara+3_REL10953,TRUE,0,1
ECB_01342,ECB_01342,Ara+3_REL10953,TRUE,1,0
ECB_03082,nanK,Ara+3_REL10953,TRUE,1,0
ECB_01616,sodC,Ara+3_REL10953,TRUE,1,0
ECB_03080,ECB_03080,Ara+3_REL10953,TRUE,1,0
ECB_00749,moaB,Ara+3_REL10953,TRUE,1,0
ECB_00748,moaA,Ara+3_REL10953,TRUE,0,1
ECB_03940,yjcH,Ara+3_REL10953,TRUE,0,1
ECB_00745,bioD,Ara+3_REL10953,TRUE,0,1
ECB_00747,ybhK,Ara+3_REL10953,TRUE,1,0
ECB_01349,ydbK,Ara+3_REL10953,TRUE,0,1
ECB_00216,fadE,Ara+3_REL10953,TRUE,0,1
ECB_00215,ykfE,Ara+3_REL10953,TRUE,1,0
ECB_00742,bioB,Ara+3_REL10953,TRUE,0,1
ECB_03269,malP,Ara+3_REL10953,TRUE,2,0
ECB_02393,ppk,Ara+3_REL10953,TRUE,1,0
ECB_01000,torA,Ara+3_REL10953,TRUE,0,1
ECB_01380,ydcJ,Ara+3_REL10953,TRUE,1,0
ECB_04072,ECB_04072,Ara+3_REL10953,TRUE,0,1
ECB_03261,feoB,Ara+3_REL10953,TRUE,1,0
ECB_03267,gntT,Ara+3_REL10953,TRUE,1,0
ECB_01165,alr,Ara+3_REL10953,TRUE,1,0
ECB_02884,yqhD,Ara+3_REL10953,TRUE,1,0
ECB_00964,yccS,Ara+3_REL10953,TRUE,2,1
ECB_01865,otsA,Ara+3_REL10953,TRUE,1,1
ECB_00966,helD,Ara+3_REL10953,TRUE,1,0
ECB_03662,rfe,Ara+3_REL10953,TRUE,1,0
ECB_04014,yjeI,Ara+3_REL10953,TRUE,1,0
ECB_01861,motA,Ara+3_REL10953,TRUE,1,0
ECB_01860,motB,Ara+3_REL10953,TRUE,1,0
ECB_01986,yegQ,Ara+3_REL10953,TRUE,0,1
ECB_02888,ygiQ,Ara+3_REL10953,TRUE,1,0
ECB_00847,tfaE,Ara+3_REL10953,TRUE,0,1
ECB_03067,rpoN,Ara+3_REL10953,TRUE,1,0
ECB_02975,yhaK,Ara+3_REL10953,TRUE,1,0
ECB_02629,relA,Ara+3_REL10953,TRUE,1,2
ECB_03892,yjbB,Ara+3_REL10953,TRUE,1,0
ECB_04074,ECB_04074,Ara+3_REL10953,TRUE,0,1
ECB_03658,rhlB,Ara+3_REL10953,TRUE,0,1
ECB_02504,recN,Ara+3_REL10953,TRUE,1,0
ECB_01463,ydeT,Ara+3_REL10953,TRUE,1,0
ECB_00999,torC,Ara+3_REL10953,TRUE,2,0
ECB_01460,ydeQ,Ara+3_REL10953,TRUE,1,0
ECB_01465,ECB_01465,Ara+3_REL10953,TRUE,1,0
ECB_01464,ECB_01464,Ara+3_REL10953,TRUE,1,0
ECB_00990,ymcD,Ara+3_REL10953,TRUE,1,0
ECB_00795,ybiK,Ara+3_REL10953,TRUE,1,0
ECB_01924,hisB,Ara+3_REL10953,TRUE,1,2
ECB_00996,torS,Ara+3_REL10953,TRUE,0,1
ECB_00997,torT,Ara+3_REL10953,TRUE,1,1
ECB_01719,ydjX,Ara+3_REL10953,TRUE,2,0
ECB_02166,glpT,Ara+3_REL10953,TRUE,2,0
ECB_02162,yfaE,Ara+3_REL10953,TRUE,1,0
ECB_02084,cirA,Ara+3_REL10953,TRUE,1,0
ECB_02085,lysP,Ara+3_REL10953,TRUE,2,0
ECB_01715,astD,Ara+3_REL10953,TRUE,1,0
ECB_02081,yeiB,Ara+3_REL10953,TRUE,2,1
ECB_02169,glpC,Ara+3_REL10953,TRUE,1,0
ECB_01482,yneI,Ara+3_REL10953,TRUE,0,1
ECB_04240,yjjB,Ara+3_REL10953,TRUE,1,0
ECB_04243,bglJ,Ara+3_REL10953,TRUE,1,0
ECB_04124,valS,Ara+3_REL10953,TRUE,0,1
ECB_02964,yqjA,Ara+3_REL10953,TRUE,1,0
ECB_04080,cycA,Ara+3_REL10953,TRUE,1,0
ECB_04086,cysQ,Ara+3_REL10953,TRUE,0,1
ECB_04085,cpdB,Ara+3_REL10953,TRUE,1,0
ECB_02013,ECB_02013,Ara+3_REL10953,TRUE,1,0
ECB_00949,pyrD,Ara+3_REL10953,TRUE,1,0
ECB_01506,ECB_01506,Ara+3_REL10953,TRUE,0,1
ECB_03762,yihP,Ara+3_REL10953,TRUE,1,0
ECB_02261,yfcS,Ara+3_REL10953,TRUE,1,0
ECB_00096,ftsZ,Ara+3_REL10953,TRUE,1,0
ECB_02264,sixA,Ara+3_REL10953,TRUE,0,1
ECB_00090,ftsW,Ara+3_REL10953,TRUE,0,1
ECB_02266,yfcY,Ara+3_REL10953,TRUE,0,1
ECB_00092,murC,Ara+3_REL10953,TRUE,0,1
ECB_00099,secA,Ara+3_REL10953,TRUE,2,2
ECB_01645,pykF,Ara+3_REL10953,TRUE,1,1
ECB_03563,yidK,Ara+3_REL10953,TRUE,1,0
ECB_02922,rfaE,Ara+3_REL10953,TRUE,1,1
ECB_02539,emrR,Ara+3_REL10953,TRUE,1,0
ECB_04239,dnaT,Ara+3_REL10953,TRUE,1,0
ECB_00069,thiP,Ara+3_REL10953,TRUE,1,2
ECB_00145,sfsA,Ara+3_REL10953,TRUE,1,0
ECB_00061,hepA,Ara+3_REL10953,TRUE,1,0
ECB_00062,polB,Ara+3_REL10953,TRUE,1,0
ECB_00148,mrcB,Ara+3_REL10953,TRUE,1,2
ECB_00066,araC,Ara+3_REL10953,TRUE,1,0
ECB_04236,mdoB,Ara+3_REL10953,TRUE,0,1
ECB_02907,tolC,Ara+3_REL10953,TRUE,1,0
ECB_02562,hypF,Ara+3_REL10953,TRUE,1,0
ECB_02861,yghS,Ara+3_REL10953,TRUE,2,0
